,categories,title,rating,price,review_count,name,city,state
29704,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29705,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29706,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29707,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29708,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29709,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29710,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29711,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29712,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29713,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29714,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29715,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29716,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29717,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29718,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29719,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29720,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29721,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29722,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29723,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29724,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29725,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29726,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29727,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29728,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29729,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29730,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29731,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29732,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29733,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29734,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29735,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29736,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29737,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29738,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29739,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29740,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29741,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29742,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29743,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29744,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29745,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29746,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29747,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29748,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29749,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29750,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29751,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29752,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29753,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29754,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29755,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29756,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29757,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29758,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29759,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29760,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29761,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29762,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29763,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29764,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29765,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29766,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29767,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29768,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29769,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29770,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29771,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29772,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29773,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29774,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29775,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29776,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29777,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29778,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29779,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29780,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29781,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29782,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29783,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29784,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29785,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29786,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29787,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29788,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29789,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29790,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29791,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29792,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29793,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29794,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29795,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29796,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29797,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29798,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29799,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29800,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29801,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29802,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29803,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29804,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29805,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29806,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29807,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29808,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29809,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29810,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29811,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29812,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29813,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29814,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29815,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29816,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29817,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29818,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29819,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29820,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29821,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29822,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29823,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29824,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29825,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29826,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29827,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29828,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29829,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29830,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29831,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29832,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29833,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29834,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29835,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29836,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29837,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29838,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29839,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29840,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29841,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29842,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29843,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29844,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29845,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29846,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29847,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29848,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29849,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29850,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29851,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29852,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29853,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29854,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29855,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29856,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29857,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29858,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29859,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29860,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29861,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29862,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29863,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29864,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29865,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29866,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29867,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29868,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29869,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29870,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29871,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29872,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29873,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29874,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29875,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29876,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29877,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29878,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29879,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29880,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29881,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29882,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29883,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29884,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29885,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29886,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29887,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29888,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29889,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29890,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29891,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29892,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29893,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29894,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29895,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29896,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29897,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29898,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29899,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29900,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29901,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29902,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29903,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29904,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29905,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29906,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29907,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29908,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29909,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29910,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29911,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29912,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29913,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29914,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29915,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29916,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29917,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29918,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29919,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29920,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29921,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29922,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29923,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29924,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29925,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29926,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29927,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29928,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29929,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29930,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29931,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29932,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29933,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29934,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29935,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29936,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29937,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29938,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29939,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29940,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29941,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29942,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29943,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29944,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29945,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29946,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29947,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29948,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29949,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29950,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29951,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29952,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29953,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29954,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29955,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29956,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29957,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29958,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29959,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29960,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29961,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29962,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29963,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29964,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29965,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29966,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29967,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29968,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29969,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29970,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29971,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29972,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29973,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29974,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29975,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29976,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29977,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29978,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29979,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29980,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29981,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29982,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29983,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29984,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29985,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29986,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29987,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29988,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29989,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29990,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29991,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29992,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29993,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29994,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29995,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29996,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29997,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29998,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
29999,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30000,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30001,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30002,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30003,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30004,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30005,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30006,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30007,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30008,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30009,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30010,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30011,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30012,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30013,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30014,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30015,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30016,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30017,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30018,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30019,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30020,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30021,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30022,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30023,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30024,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30025,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30026,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30027,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30028,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30029,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30030,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30031,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30032,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30033,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30034,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
30035,Turkish,Turkish,4.5,$$,840,Taci’s Beyti,Brooklyn,NY
